Species Code,Common Name,Scientific Name,In BS Region,In GOA Region,In WC Region,Taxonomically Classifiable,Species Taxonomic ID,Category of Code,Category Merge Mode,Merge In RACEBASE,Life Stage ID,From Length,To Length,Length Units,Is Organic,ITIS ID,Active,Size Class ID,Polycorder Species Code,Commonly Counted,Merge In Extract,Morphic Subcategory
21240,softhead grenadier,Malacocephalus laevis,,,Y,Y,2417,N,,N,,,,,Y,,Y,,,Y,N,N
21300,sculpin unid.,Cottidae,Y,Y,Y,Y,301,N,,N,,,,,Y,,Y,,,Y,N,N
21305,flabby sculpin,Zesticelus profundorum,Y,,,Y,1934,N,,N,,,,,Y,,Y,,,Y,N,N
21307,,Icelinus sp.,Y,Y,,Y,502,N,,N,,,,,Y,,Y,,,Y,N,N
21308,sponge sculpin,Thyriscus anoplus,Y,Y,,Y,1751,N,,N,,,,,Y,,Y,,,Y,N,N
21309,frogmouth sculpin,Icelinus oculatus,,Y,Y,Y,1412,N,,N,,,,,Y,,Y,,,Y,N,N
21310,threadfin sculpin,Icelinus filamentosus,,Y,Y,Y,1414,N,,N,,,,,Y,,Y,,,Y,N,N
21311,northern sculpin,Icelinus borealis,Y,Y,Y,Y,1410,N,,N,,,,,Y,,Y,,,Y,N,N
21312,spotfin sculpin,Icelinus tenuis,Y,Y,Y,Y,1409,N,,N,,,,,Y,,Y,,,Y,N,N
21313,,Gymnocanthus sp.,Y,Y,,Y,453,N,,N,,,,,Y,,Y,,,Y,N,N
21314,threaded sculpin,Gymnocanthus pistilliger,Y,Y,,Y,2219,N,,N,,,,,Y,,Y,,100,Y,N,N
21315,Arctic staghorn sculpin,Gymnocanthus tricuspis,Y,Y,,Y,2218,N,,N,,,,,Y,,Y,,166,Y,N,N
21316,armorhead sculpin,Gymnocanthus galeatus,Y,Y,,Y,2217,N,,N,,,,,Y,,Y,,101,Y,N,N
21318,fringed sculpin,Icelinus fimbriatus,,,Y,Y,1413,N,,N,,,,,Y,,Y,,,Y,N,N
21320,slim sculpin,Radulinus asprellus,Y,Y,Y,Y,1721,N,,N,,,,,Y,,Y,,,Y,N,N
21327,sharpnose sculpin,Clinocottus acuticeps,Y,,,Y,2011,N,,N,,,,,Y,,Y,,,Y,N,N
21328,Kamchatka hookear sculpin,Artediellus camchaticus,,Y,,Y,3803,N,,N,,,,,Y,,Y,,,U,N,N
21329,purplegray sculpin,Gymnocanthus detrisus,Y,,,Y,2216,N,,N,,,,,Y,,Y,,,Y,N,N
21330,cabezon,Scorpaenichthys marmoratus,,,Y,Y,2463,N,,N,,,,,Y,,Y,,,Y,N,N
21331,,Artediellus sp.,Y,Y,,Y,125,N,,N,,,,,Y,,Y,,,Y,N,N
21332,bride sculpin,Artediellus miacanthus,Y,,,Y,1951,N,,N,,,,,Y,,Y,,,Y,N,N
21333,hookhorn sculpin,Artediellus pacificus,Y,Y,,Y,1948,N,,N,,,,,Y,,Y,,,Y,N,N
21334,hamecon,Artediellus scaber,Y,,,Y,1947,N,,N,,,,,Y,,Y,,167,Y,N,N
21335,Arctic hookear sculpin,Artediellus uncinatus,Y,,,Y,1949,N,,N,,,,,Y,,Y,,,Y,N,N
21336,spinyhook sculpin,Artediellus gomojunovi,Y,,,Y,1950,N,,N,,,,,Y,,Y,,,Y,N,N
21337,broadfin sculpin,Bolinia euryptera,,Y,,Y,1216,N,,N,,,,,Y,,Y,,,Y,N,N
21338,whitetail sculpin,Malacocottus aleuticus,,Y,,Y,3647,N,,N,,,,,Y,,Y,,,Y,N,N
21339,,Malacocottus sp.,Y,Y,,Y,593,N,,N,,,,,Y,,Y,,,Y,N,N
21340,blackfin sculpin,Malacocottus kincaidi,,,Y,Y,2252,N,,N,,,,,Y,,Y,,,Y,N,N
21341,darkfin sculpin,Malacocottus zonurus,Y,Y,,Y,2251,N,,N,,,,,Y,,Y,,98,Y,N,N
21342,Irish lord,Hemilepidotus sp.,Y,Y,,Y,464,N,,N,,,,,Y,,Y,,,Y,N,N
21343,banded Irish lord,Hemilepidotus gilberti,Y,,,Y,2347,N,,N,,,,,Y,,Y,,,Y,N,N
21344,brown Irish lord,Hemilepidotus spinosus,Y,Y,Y,Y,2348,N,,N,,,,,Y,,Y,,,Y,N,N
21345,longfin Irish lord,Hemilepidotus zapus,Y,Y,,Y,2344,N,,N,,,,,Y,,Y,,,Y,N,N
21346,red Irish lord,Hemilepidotus hemilepidotus,Y,Y,Y,Y,2349,N,,N,,,,,Y,,Y,,,Y,N,N
21347,yellow Irish lord,Hemilepidotus jordani,Y,Y,,Y,2345,N,,N,,,,,Y,,Y,,107,Y,N,N
21348,butterfly sculpin,Hemilepidotus papilio,Y,Y,,Y,2346,N,,N,,,,,Y,,Y,,106,Y,N,N
21349,plumed sculpin,Archistes plumarius,,Y,,Y,2516,N,,N,,,,,Y,,Y,,,Y,N,N
21350,,Triglops sp.,Y,Y,,Y,1020,N,,N,,,,,Y,,Y,,,Y,N,N
21351,bigeye sculpin,Triglops nybelini,Y,,,Y,3774,N,,N,,,,,Y,,Y,,,U,N,N
21352,scissortail sculpin,Triglops forficata,Y,Y,,Y,2510,N,,N,,,,,Y,,Y,,103,Y,N,N
21353,highbrow sculpin,Triglops metopias,Y,,,Y,1574,N,,N,,,,,Y,,Y,,,Y,N,N
21354,spectacled sculpin,Triglops scepticus,Y,Y,,Y,1575,N,,N,,,,,Y,,Y,,102,Y,N,N
21355,ribbed sculpin,Triglops pingeli,Y,Y,Y,Y,2509,N,,N,,,,,Y,,Y,,104,Y,N,N
21356,roughspine sculpin,Triglops macellus,Y,Y,Y,Y,1573,N,,N,,,,,Y,,Y,,,Y,N,N
21359,scaled sculpin,Archistes biseriatus,,Y,,Y,1597,N,,N,,,,,Y,,Y,,,Y,N,N
21360,brightbelly sculpin,Microcottus sellaris,Y,Y,Y,Y,2076,N,,N,,,,,Y,,Y,,,Y,N,N
21362,padded sculpin,Artedius fenestralis,,Y,,Y,4005,N,,N,,,,,Y,,Y,,,Y,N,N
21363,smoothhead sculpin,Artedius lateralis,,Y,,Y,2501,N,,N,,,,,Y,,Y,,,Y,N,N
21366,roughback sculpin,Chitonotus pugetensis,,,Y,Y,1809,N,,N,,,,,Y,,Y,,,Y,N,N
21368,warty sculpin,Myoxocephalus verrucosus,Y,Y,,Y,2364,N,,N,,,,,Y,,Y,,92,Y,N,N
21369,warthead sculpin,Myoxocephalus niger,,Y,,Y,2362,N,,N,,,,,Y,,Y,,,Y,N,N
21370,great sculpin,Myoxocephalus polyacanthocephalus,Y,Y,Y,Y,2367,N,,N,,,,,Y,,Y,,93,Y,N,N
21371,plain sculpin,Myoxocephalus jaok,Y,Y,,Y,2361,N,,N,,,,,Y,,Y,,94,Y,N,N
21373,frog sculpin,Myoxocephalus stelleri,Y,Y,,Y,2363,N,,N,,,,,Y,,Y,,,Y,N,N
21375,,Myoxocephalus sp.,Y,Y,,Y,639,N,,N,,,,,Y,,Y,,,Y,N,N
21376,belligerent sculpin,Megalocottus platycephalus,Y,,,Y,2253,N,,N,,,,,Y,,Y,,,Y,N,N
21377,fourhorn sculpin,Myoxocephalus quadricornis,Y,Y,,Y,2366,N,,N,,,,,Y,,Y,,,Y,N,N
21378,Arctic sculpin,Myoxocephalus scorpioides,Y,,,Y,2365,N,,N,,,,,Y,,Y,,,Y,N,N
21379,hairhead sculpin,Trichocottus brashnikovi,Y,,,Y,2301,N,,N,,,,,Y,,Y,,,Y,N,N
21380,Pacific staghorn sculpin,Leptocottus armatus,Y,Y,Y,Y,2064,N,,N,,,,,Y,,Y,,,Y,N,N
21383,soft sculpin,Gilbertidia sigalutes,Y,Y,,Y,2035,N,,N,,,,,Y,,Y,,,Y,N,N
21384,,Enophrys sp.,Y,Y,,Y,379,N,,N,,,,,Y,,Y,,,Y,N,N
21386,buffalo sculpin,Enophrys bison,Y,Y,Y,Y,1385,N,,N,,,,,Y,,Y,,,Y,N,N
21387,leister sculpin,Enophrys lucasi,Y,Y,,Y,1386,N,,N,,,,,Y,,Y,,,Y,N,N
21388,antlered sculpin,Enophrys diceraus,Y,Y,,Y,1388,N,,N,,,,,Y,,Y,,,Y,N,N
21389,bull sculpin,Enophrys taurina,,,Y,Y,1387,N,,N,,,,,Y,,Y,,,Y,N,N
21390,spinyhead sculpin,Dasycottus setiger,Y,Y,Y,Y,1825,N,,N,,,,,Y,,Y,,96,Y,N,N
21393,,Psychrolutes sp.,Y,Y,,Y,843,N,,N,,,,,Y,,Y,,,Y,N,N
21394,tadpole sculpin,Psychrolutes paradoxus,Y,Y,Y,Y,2282,N,,N,,,,,Y,,Y,,,Y,N,N
21395,blob sculpin,Psychrolutes phrictus,Y,Y,Y,Y,2281,N,,N,,,,,Y,,Y,,99,Y,N,N
21397,crested sculpin,Blepsias bilobus,Y,Y,,Y,1351,N,,N,,,,,Y,,Y,,,Y,N,N
21398,silverspotted sculpin,Blepsias cirrhosus,,Y,,Y,1352,N,,N,,,,,Y,,Y,,,Y,N,N
21405,eyeshade sculpin,Nautichthys pribilovius,Y,,,Y,2082,N,,N,,,,,Y,,Y,,,Y,N,N
21406,sailfin sculpin,Nautichthys oculofasciatus,Y,Y,Y,Y,2083,N,,N,,,,,Y,,Y,,,Y,N,N
21407,shortmast sculpin,Nautichthys robustus,Y,,,Y,2081,N,,N,,,,,Y,,Y,,,Y,N,N
21415,grunt sculpin,Rhamphocottus richardsoni,,Y,Y,Y,2380,N,,N,,,,,Y,,Y,,,Y,N,N
21420,bigmouth sculpin,Hemitripterus bolini,Y,Y,,Y,2350,N,,N,,,,,Y,,Y,,95,Y,N,N
21421,sea raven,Hemitripterus villosus,,Y,,Y,2351,N,,N,,,,,Y,,Y,,,Y,N,N
21422,bigmouth sculpin eggs,Hemitripterus bolini eggs,Y,,,Y,2350,Y,21420,N,2,,,,Y,,Y,,,Y,N,N
21423,smoothcheek sculpin,Eurymen gyrinus,Y,Y,,Y,1238,N,,N,,,,,Y,,Y,,,Y,N,N
21429,scalybreasted sculpin,Triglops xenostethus,,Y,,Y,1576,N,,N,,,,,Y,,Y,,,Y,N,N
21436,Puget Sound sculpin,Ruscarius meanyi,,Y,Y,Y,1725,N,,N,,,,,Y,,Y,,,U,N,N
21437,dusky sculpin,Icelinus burchami,,,Y,Y,1411,N,,N,,,,,Y,,Y,,,Y,N,N
21438,thorny sculpin,Icelus spiniger,Y,Y,Y,Y,1146,N,,N,,,,,Y,,Y,,105,Y,N,N
21439,blacknose sculpin,Icelus canaliculatus,Y,Y,,Y,1148,N,,N,,,,,Y,,Y,,97,Y,N,N
21440,wide-eye sculpin,Icelus euryops,,Y,,Y,1144,N,,N,,,,,Y,,Y,,,Y,N,N
21441,spatulate sculpin,Icelus spatula,Y,Y,,Y,1145,N,,N,,,,,Y,,Y,,168,Y,N,N
21443,uncinate sculpin,Icelus uncinalis,Y,,,Y,1147,N,,N,,,,,Y,,Y,,,Y,N,N
21444,roughskin sculpin,Rastrinus scutiger,Y,Y,,Y,1722,N,,N,,,,,Y,,Y,,,Y,N,N
21445,longfin sculpin,Jordania zonope,,Y,Y,Y,1417,N,,N,,,,,Y,,Y,,,Y,N,N
21446,,Icelus sp.,Y,Y,,Y,503,N,,N,,,,,Y,,Y,,,Y,N,N
21447,thornback sculpin,Paricelinus hopliticus,,Y,Y,Y,2116,N,,N,,,,,Y,,Y,,,Y,N,N
21484,barred sand bass,Paralabrax nebulifer,Y,,,Y,2539,N,,N,,,,,Y,,Y,,,Y,N,N
21500,surfperch unid.,Embiotocidae,,Y,Y,Y,376,N,,N,,,,,Y,,Y,,,Y,N,N
21501,barred surfperch,Amphistichus argenteus,,,Y,Y,2151,N,,N,,,,,Y,,Y,,,Y,N,N
21502,redtail surfperch,Amphistichus rhodoterus,,,Y,Y,2554,N,,N,,,,,Y,,Y,,,Y,N,N
21503,walleye surfperch,Hyperprosopon argenteum,,,Y,Y,2357,N,,N,,,,,Y,,Y,,,Y,N,N
21506,striped surfperch,Embiotoca lateralis,,,Y,Y,1639,N,,N,,,,,Y,,Y,,,Y,N,N
21510,shiner perch,Cymatogaster aggregata,,Y,Y,Y,2202,N,,N,,,,,Y,,Y,,,Y,N,N
21515,spotfin surfperch,Hyperprosopon anale,,,Y,Y,2356,N,,N,,,,,Y,,Y,,,Y,N,N
21521,pile perch,Rhacochilus vacca,,,Y,Y,2203,N,,N,,,,,Y,,Y,,,Y,N,N
21522,pink seaperch,Zalembius rosaceus,,,Y,Y,1757,N,,N,,,,,Y,,Y,,,Y,N,N
21592,Pacific sandfish,Trichodon trichodon,Y,Y,Y,Y,1754,N,,N,,,,,Y,,Y,,145,Y,N,N
21594,swallowers,Chiasmodontidae,,,Y,Y,260,N,,N,,,,,Y,,Y,,,Y,N,N
21595,shortnose swallower,Kali indica,Y,,Y,Y,1069,N,,N,,,,,Y,,Y,,,Y,N,N
21596,black swallower,Chiasmodon niger,,,Y,Y,1808,N,,N,,,,,Y,,Y,,,Y,N,N
21597,needletooth swallower,Kali normani,,,Y,Y,1070,N,,N,,,,,Y,,Y,,,Y,N,N
21598,,Pseudoscopelus sp.,,,Y,Y,837,N,,N,,,,,Y,,Y,,,Y,N,N
21705,cod unid.,Gadidae,Y,Y,Y,Y,9,N,,N,,,,,Y,,Y,,,Y,N,N
21710,Pacific tomcod,Microgadus proximus,Y,Y,Y,Y,1873,N,,N,,,,,Y,,Y,,35,Y,N,N
21720,Pacific cod,Gadus macrocephalus,Y,Y,Y,Y,13,N,,N,,,,,Y,,Y,,36,Y,N,N
21721,Pacific cod (juvenile),Gadus macrocephalus (juvenile),,,,Y,13,Y,21720,Y,4,,,,Y,,Y,,37,Y,N,N
21722,Pacific cod (adult),Gadus macrocephalus (adult),,,,Y,13,Y,21720,Y,1,,,,Y,,Y,,,Y,N,N
21725,Arctic cod,Boreogadus saida,Y,,,Y,1789,N,,N,,,,,Y,,Y,,38,Y,N,N
21726,codlings unid.,Moridae,Y,,Y,Y,627,N,,N,,,,,Y,,Y,,,Y,N,N
21727,slender codling,Halargyreus johnsonii,,,Y,Y,2037,N,,N,,,,,Y,,Y,,,Y,N,N
21731,Pacific flatnose,Antimora microlepis,Y,Y,Y,Y,1342,N,,N,,,,,Y,,Y,,123,Y,N,N
21732,hundred fathom codling,Physiculus rastrelliger,,,Y,Y,1891,N,,N,,,,,Y,,Y,,,Y,N,N
21733,longfin codling,Laemonema longipes,Y,Y,,Y,1660,N,,N,,,,,Y,,Y,,,Y,N,N
21735,saffron cod,Eleginus gracilis,Y,Y,,Y,1384,N,,N,,,,,Y,,Y,,39,Y,N,N
21736,saffron cod (juvenile),Eleginus gracilis (juvenile),,,,Y,1384,Y,21735,Y,4,,,,Y,,Y,,,Y,N,N
21737,saffron cod (adult),Eleginus gracilis (adult),,,,Y,1384,Y,21735,Y,1,,,,Y,,Y,,,Y,N,N
21740,walleye pollock,Gadus chalcogrammus,Y,Y,Y,Y,11,N,,N,,,,,Y,,Y,,40,Y,N,N
21741,Walleye Pollock (juvenile),Gadus chalcogrammus (juvenile),,,,Y,11,Y,21740,Y,4,,,,Y,,Y,,41,Y,N,N
21742,Walleye Pollock (adult),Gadus chalcogrammus (adult),,,,Y,11,Y,21740,Y,1,,,,Y,,Y,,42,Y,N,N
21743,Walleye Pollock (size -2),Gadus chalcogrammus (size -2),,,,Y,11,Y,21740,Y,,,,,Y,,Y,-2,43,Y,N,N
21744,walleye pollock larva,Gadus chalcogrammus larva,,,,Y,11,Y,21740,Y,3,,,,Y,,Y,-1,,Y,N,N
21745,Walleye Pollock (size 1),Gadus chalcogrammus (size 1),,,,Y,11,Y,21740,Y,,,,,Y,,Y,1,,Y,N,N
21746,Walleye Pollock (size 2),Gadus chalcogrammus (size 2),,,,Y,11,Y,21740,Y,,,,,Y,,Y,2,,Y,N,N
21747,Walleye Pollock (size 3),Gadus chalcogrammus (size 3),,,,Y,11,Y,21740,Y,,,,,Y,,Y,3,,Y,N,N
21752,threespine stickleback,Gasterosteus aculeatus,Y,,,Y,2212,N,,N,,,,,Y,,Y,,,Y,N,N
21753,ninespine stickleback,Pungitius pungitius,Y,,,Y,1719,N,,N,,,,,Y,,Y,,,Y,N,N
21760,pipefish unid.,Syngnathidae,,Y,Y,Y,972,N,,N,,,,,Y,,Y,,,Y,N,N
21770,goby unid.,Gobiidae,,Y,,Y,441,N,,N,,,,,Y,,Y,,,Y,N,N
21800,bristlemouth unid.,Gonostomatidae,Y,,Y,Y,447,N,,N,,,,,Y,,Y,,,Y,N,N
21805,slender fangjaw,Sigmops gracilis,Y,,,Y,1322,N,,N,,,,,Y,,Y,,,Y,N,N
21810,,Cyclothone sp.,Y,Y,,Y,338,N,,N,,,,,Y,,Y,,,Y,N,N
21811,black bristlemouth,Cyclothone atraria,Y,,,Y,1821,N,,N,,,,,Y,,Y,,,Y,N,N
21812,slender bristlemouth,Cyclothone pseudopallida,Y,,,Y,1824,N,,N,,,,,Y,,Y,,,Y,N,N
21813,showy bristlemouth,Cyclothone signata,Y,,,Y,1822,N,,N,,,,,Y,,Y,,,Y,N,N
21815,benttooth bristlemouth,Cyclothone acclinidens,,Y,,Y,1823,N,,N,,,,,Y,,Y,,,Y,N,N
21818,,Gonostoma sp.,,,Y,Y,446,N,,N,,,,,Y,,Y,,,Y,N,N
21820,hatchetfish unid.,Sternoptychidae,Y,,Y,Y,945,N,,N,,,,,Y,,Y,,,Y,N,N
21821,silvery hatchetfish,Argyropelecus sladeni,,,Y,Y,3804,N,,N,,,,,Y,,Y,,,U,N,N
21822,,Argyropelecus sp.,,,Y,Y,121,N,,N,,,,,Y,,Y,,,Y,N,N
21823,tropical hatchetfish,Argyropelecus lychnus,,Y,,Y,2317,N,,N,,,,,Y,,Y,,,Y,N,N
21824,slender hatchetfish,Argyropelecus affinis,,,Y,Y,2316,N,,N,,,,,Y,,Y,,,Y,N,N
21825,longspine hatchetfish,Sternoptyx diaphana,,,Y,Y,1922,N,,N,,,,,Y,,Y,,,Y,N,N
21827,,Sternoptyx sp.,,,Y,Y,946,N,,N,,,,,Y,,Y,,,Y,N,N
21845,blackbelly dragonfish,Stomias atriventer,,,Y,Y,1327,N,,N,,,,,Y,,Y,,,Y,N,N
21846,,Stomiiformes,,,Y,Y,2672,N,,N,,,,,Y,,Y,,,Y,N,N
21847,barbeled dragonfish,Stomiidae,Y,,,Y,2670,N,,N,,,,,Y,,Y,,,Y,N,N
21848,,Pachystomias microdon,,,Y,Y,2267,N,,N,,,,,Y,,Y,,,Y,N,N
21849,pitgum lanternfish,Opostomias mitsuii,,,Y,Y,3806,N,,N,,,,,Y,,Y,,,U,N,N
21850,slender snaggletooth,Rhadinesthes decimus,,Y,,Y,3745,N,,N,,,,,Y,,Y,,,U,N,N
21900,greenling unid.,Hexagrammidae,Y,Y,Y,Y,474,N,,N,,,,,Y,,Y,,,Y,N,N
21910,lingcod,Ophiodon elongatus,,Y,Y,Y,1475,N,,N,,,,,Y,,Y,,44,Y,N,N
21915,painted greenling,Oxylebius pictus,,,Y,Y,1690,N,,N,,,,,Y,,Y,,,Y,N,N
21921,Atka mackerel,Pleurogrammus monopterygius,Y,Y,,Y,2378,N,,N,,,,,Y,,Y,,45,Y,N,N
21930,,Hexagrammos sp.,Y,Y,Y,Y,475,N,,N,,,,,Y,,Y,,,Y,N,N
21931,masked greenling,Hexagrammos octogrammus,Y,Y,,Y,2048,N,,N,,,,,Y,,Y,,,Y,N,N
21932,whitespotted greenling,Hexagrammos stelleri,Y,Y,Y,Y,2046,N,,N,,,,,Y,,Y,,134,Y,N,N
21934,rock greenling,Hexagrammos lagocephalus,Y,Y,,Y,2049,N,,N,,,,,Y,,Y,,,Y,N,N
21935,kelp greenling,Hexagrammos decagrammus,Y,Y,Y,Y,2047,N,,N,,,,,Y,,Y,,135,Y,N,N
21936,longspine combfish,Zaniolepis latipinnis,,,Y,Y,1933,N,,N,,,,,Y,,Y,,,Y,N,N
21937,shortspine combfish,Zaniolepis frenata,Y,Y,Y,Y,1932,N,,N,,,,,Y,,Y,,,Y,N,N
22010,ragfish,Icosteus aenigmaticus,Y,Y,Y,Y,1415,N,,N,,,,,Y,,Y,,,Y,N,N
22110,Pacific blackdragon,Idiacanthus antrostomus,,,Y,Y,2057,N,,N,,,,,Y,,Y,,,Y,N,N
22111,,Idiacanthus sp.,,,Y,Y,507,N,,N,,,,,Y,,Y,,,Y,N,N
22121,halfmoon,Medialuna californiensis,,,Y,Y,1677,N,,N,,,,,Y,,Y,,,Y,N,N
22170,lumpsucker unid.,Cyclopteridae,Y,Y,,Y,335,N,,N,,,,,Y,,Y,,,Y,N,N
22173,,Lethotremus sp.,Y,Y,,Y,546,N,,N,,,,,Y,,Y,,,Y,N,N
22175,smooth lumpsucker,Aptocyclus ventricosus,Y,Y,,Y,1774,N,,N,,,,,Y,,Y,,124,Y,N,N
22176,docked snailfish,Lethotremus muticus,,Y,,Y,2065,N,,N,,,,,Y,,Y,,,Y,N,N
22177,round lumpsucker,Eumicrotremus birulai,Y,Y,,Y,2335,N,,N,,,,,Y,,Y,,,Y,N,N
22178,Pacific spiny lumpsucker,Eumicrotremus orbis,Y,Y,Y,Y,2334,N,,N,,,,,Y,,Y,,,Y,N,N
22179,leatherfin lumpsucker,Eumicrotremus derjugini,Y,Y,,Y,2338,N,,N,,,,,Y,,Y,,,Y,N,N
22180,Alaskan lumpsucker,Eumicrotremus gyrinops,,Y,,Y,2337,N,,N,,,,,Y,,Y,,,Y,N,N
22182,pimpled lumpsucker,Eumicrotremus andriashevi,Y,Y,,Y,2339,N,,N,,,,,Y,,Y,,,Y,N,N
22183,spiny lumpsuckers,Eumicrotremus sp.,Y,Y,,Y,395,N,,N,,,,,Y,,Y,,,Y,N,N
22184,papillose lumpsucker,Eumicrotremus barbatus,,Y,,Y,2336,N,,N,,,,,Y,,Y,,,Y,N,N
22190,toad lumpsucker,Eumicrotremus phrynoides,,Y,,Y,2412,N,,N,,,,,Y,,Y,,,Y,N,N
22200,snailfish unid.,Liparidae,Y,Y,Y,Y,558,N,,N,,,,,Y,,Y,,,Y,N,N
22201,,Liparis sp.,Y,Y,Y,Y,560,N,,N,,,,,Y,,Y,,,Y,N,N
22202,slipskin snailfish,Liparis fucensis,Y,Y,,Y,1267,N,,N,,,,,Y,,Y,,,Y,N,N
22203,Bristol snailfish,Liparis bristolense,Y,,,Y,1271,N,,N,,,,,Y,,Y,,,Y,N,N
22204,marbled snailfish,Liparis dennyi,Y,Y,,Y,1264,N,,N,,,,,Y,,Y,,,Y,N,N
22205,variegated snailfish,Liparis gibbus,Y,Y,,Y,1265,N,,N,,,,,Y,,Y,,143,Y,N,N
22206,blotched snailfish,Crystallichthys cyclospilus,Y,Y,,Y,2453,N,,N,,,,,Y,,Y,,,Y,N,N
22207,bighead snailfish,Liparis megacephalus,Y,,,Y,1272,N,,N,,,,,Y,,Y,,,Y,N,N
22208,showy snailfish,Liparis pulchellus,Y,Y,Y,Y,1270,N,,N,,,,,Y,,Y,,,Y,N,N
22209,spotted snailfish,Liparis callyodon,Y,Y,,Y,1268,N,,N,,,,,Y,,Y,,,Y,N,N
22210,Okhotsk snailfish,Liparis ochotensis,Y,,,Y,2476,N,,N,,,,,Y,,Y,,,Y,N,N
22211,ribbon snailfish,Liparis cyclopus,Y,Y,,Y,2475,N,,N,,,,,Y,,Y,,,Y,N,N
22212,gelatinous seasnail,Liparis fabricii,Y,,,Y,3634,N,,N,,,,,Y,,Y,,,U,N,N
22213,ringtail snailfish,Liparis rutteri,Y,,,Y,1266,N,,N,,,,,Y,,Y,,,Y,N,N
22214,,Elassodiscus sp.,Y,Y,,Y,372,N,,N,,,,,Y,,Y,,,Y,N,N
22215,humpback snailfish,Elassodiscus caudatus,,Y,,Y,2210,N,,N,,,,,Y,,Y,,139,Y,N,N
22216,blacklip snailfish,Elassodiscus tremebundus,,Y,,Y,2211,N,,N,,,,,Y,,Y,,141,Y,N,N
22217,cherry snailfish,Allocareproctus jordani,,Y,,Y,2443,N,,N,,,,,Y,,Y,,,Y,N,N
22218,peach snailfish,Allocareproctus tanix,,Y,,Y,3559,N,,N,,,,,Y,,Y,,,Y,N,N
22219,,Careproctus sp.,Y,Y,Y,Y,228,N,,N,,,,,Y,,Y,,,Y,N,N
22220,blacktail snailfish,Careproctus melanurus,Y,Y,Y,Y,1997,N,,N,,,,,Y,,Y,,137,Y,N,N
22221,Kuril snailfish,Careproctus curilanus,,Y,N,Y,4130,N,,N,,,,,Y,,Y,,,Y,N,N
22222,Bowers Bank snailfish,Careproctus bowersianus,Y,,,Y,2001,N,,N,,,,,Y,,Y,,,Y,N,N
22223,proboscis snailfish,Careproctus simus,Y,,,Y,1986,N,,N,,,,,Y,,Y,,,Y,N,N
22224,shovelhead snailfish,Careproctus ectenes,,Y,,Y,1988,N,,N,,,,,Y,,Y,,,Y,N,N
22225,gray snailfish,Careproctus canus,,Y,,Y,1985,N,,N,,,,,Y,,Y,,,Y,N,N
22226,monster snailfish,Careproctus phasma,Y,Y,,Y,1987,N,,N,,,,,Y,,Y,,,Y,N,N
22228,blackfin snailfish,Careproctus cypselurus,Y,Y,,Y,1999,N,,N,,,,,Y,,Y,,138,Y,N,N
22229,emarginate snailfish,Careproctus furcellus,Y,Y,,Y,1996,N,,N,,,,,Y,,Y,,144,Y,N,N
22230,short snailfish,Careproctus abbreviatus,Y,,Y,Y,2000,N,,N,,,,,Y,,Y,,,Y,N,N
22231,broadfin snailfish,Paraliparis ulochir,Y,,,Y,2109,N,,N,,,,,Y,,Y,,,Y,N,N
22232,peachskin snailfish,Careproctus scottae,Y,Y,,Y,1989,N,,N,,,,,Y,,Y,,,Y,N,N
22233,smalldisk snailfish,Careproctus gilberti,Y,Y,Y,Y,1992,N,,N,,,,,Y,,Y,,,Y,N,N
22234,dominator snailfish,Careproctus sp. cf. gilberti (Orr),Y,Y,,Y,3589,N,,N,,,,,Y,,Y,,,Y,N,N
22235,Alaska snailfish,Careproctus colletti,,Y,,Y,1991,N,,N,,,,,Y,,Y,,142,Y,N,N
22236,salmon snailfish,Careproctus rastrinus,Y,Y,Y,Y,1998,N,,N,,,,,Y,,Y,,140,Y,N,N
22237,abyssal snailfish,Careproctus ovigerus,Y,,,Y,1994,N,,N,,,,,Y,,Y,,,Y,N,N
22238,kelp snailfish,Liparis tunicatus,Y,,Y,Y,1269,N,,N,,,,,Y,,Y,,169,Y,N,N
22239,paintbrush snailfish,Careproctus zachirus,,Y,,Y,1995,N,,N,,,,,Y,,Y,,,Y,N,N
22240,bigeye snailfish,Careproctus candidus,,Y,,Y,1990,N,,N,,,,,Y,,Y,,,Y,N,N
22241,red snailfish,Paraliparis dactylosus,,Y,,Y,2545,N,,N,,,,,Y,,Y,,,Y,N,N
22242,rosy snailfish,Paraliparis rosaceus,,,Y,Y,2112,N,,N,,,,,Y,,Y,,,Y,N,N
22243,prickly snailfish,Paraliparis deani,,Y,,Y,2107,N,,N,,,,,Y,,Y,,,Y,N,N
22244,swellhead snailfish,Paraliparis cephalus,Y,,Y,Y,2110,N,,N,,,,,Y,,Y,,,Y,N,N
22245,tomato snailfish,Careproctus lycopersicus,Y,,,Y,3412,N,,N,,,,,Y,,Y,,,Y,N,N
22246,comic snailfish,Careproctus comus,,Y,,Y,3411,N,,N,,,,,Y,,Y,,,Y,N,N
22247,Oregon snailfish,Careproctus oregonensis,,,Y,Y,2003,N,,N,,,,,Y,,Y,,,Y,N,N
22248,smallmouth snailfish,Careproctus microstomus,,,Y,Y,2002,N,,N,,,,,Y,,Y,,,Y,N,N
22249,pectoral snailfish,Paraliparis pectoralis,,,Y,Y,2114,N,,N,,,,,Y,,Y,,,Y,N,N
22250,,Paraliparis sp.,Y,Y,Y,Y,749,N,,N,,,,,Y,,Y,,,Y,N,N
